model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual
Renault Scenic E-Tech 2025,Renault,Fastback,Economy,24515,663,5,370,4,8.0,EV,Electric,1,0,1200.0,1863.0
BMW iX1 2025,BMW,Coupe,Luxury,118575,606,4,230,4,3.1,EV,Electric,1,0,465.0,1071.0
Kia EV6 2023,Kia,Hatchback,Economy,23951,1006,5,572,3,7.5,EV,Electric,1,0,1125.0,2131.0
Seat Mii Electric 2024,Seat,Hatchback,Economy,22667,1133,5,479,3,3.7,EV,Electric,1,0,555.0,1688.0
Volvo EX30 2024,Volvo,Crossover,Performance,160000,765,5,375,3,6.9,EV,Electric,1,0,1035.0,1800.0
Mini Countryman SE 2021,Mini,Sedan,Mid-Range,43822,675,5,596,5,6.1,EV,Electric,1,0,915.0,1590.0
Dacia Spring 2022,Dacia,Sedan,Economy,22000,779,4,599,5,4.7,EV,Electric,1,0,705.0,1484.0
Toyota Proace Electric 2024,Toyota,Crossover,Mid-Range,48232,1142,4,796,5,7.4,EV,Electric,1,0,1110.0,2252.0
Renault Twingo E-Tech 2024,Renault,Sedan,Economy,29980,708,5,701,3,3.1,EV,Electric,1,0,465.0,1173.0
Ford Explorer EV 2025,Ford,Fastback,Mid-Range,36750,1030,5,535,4,4.1,EV,Electric,1,0,615.0,1645.0
Lexus UX 300e 2022,Lexus,Coupe,Performance,133931,667,5,327,5,5.8,EV,Electric,1,0,870.0,1537.0
Ford Explorer EV 2023,Ford,Fastback,Economy,29122,1184,2,544,5,4.8,EV,Electric,1,0,720.0,1904.0
Volkswagen ID.5 2022,Volkswagen,Crossover,Mid-Range,34107,463,4,543,3,6.1,EV,Electric,1,0,915.0,1378.0
MG Marvel R 2023,MG,Sedan,Economy,26296,749,7,581,5,3.1,EV,Electric,1,0,465.0,1214.0
Mini Countryman SE 2021,Mini,Wagon,Economy,28495,893,5,785,4,3.6,EV,Electric,1,1,540.0,1433.0
Renault Zoe 2021,Renault,Wagon,Mid-Range,32620,922,5,671,3,3.6,EV,Electric,1,1,540.0,1462.0
Audi Q8 e-tron 2024,Audi,Crossover,Luxury,95902,497,2,408,3,3.9,EV,Electric,1,0,585.0,1082.0
Mercedes-Benz EQE 350+ 2024,Mercedes-Benz,Coupe,Performance,136043,470,5,754,4,5.3,EV,Electric,1,0,795.0,1265.0
Volvo XC40 Recharge 2023,Volvo,Wagon,Premium,75563,763,5,716,4,6.8,EV,Electric,1,1,1020.0,1783.0
Opel Mokka-e 2021,Opel,Sedan,Economy,22000,969,5,447,4,7.5,EV,Electric,1,0,1125.0,2094.0
MG MG5 2023,MG,Hatchback,Economy,22000,1162,4,584,5,7.2,EV,Electric,1,0,1080.0,2242.0
Volvo EX90 2022,Volvo,Crossover,Premium,69842,675,5,190,4,4.0,EV,Electric,1,0,600.0,1275.0
Cupra Born 2025,Cupra,Crossover,Economy,22000,449,6,499,3,5.2,EV,Electric,1,0,780.0,1229.0
Opel Corsa-e 2022,Opel,Hatchback,Mid-Range,31026,757,6,305,4,4.0,EV,Electric,1,0,600.0,1357.0
Jaguar I-PACE EV400 2025,Jaguar,Sedan,Premium,61989,1127,5,485,3,4.3,EV,Electric,1,0,645.0,1772.0
Nissan Ariya 63 2024,Nissan,Wagon,Mid-Range,38680,963,5,690,3,5.5,EV,Electric,1,1,825.0,1788.0
Polestar 2 Standard Range 2025,Polestar,Sedan,Luxury,84726,1182,4,268,5,3.3,EV,Electric,1,0,495.0,1677.0
Nissan Ariya 87 2023,Nissan,Hatchback,Economy,23591,884,5,534,4,4.1,EV,Electric,1,0,615.0,1499.0
Jaguar I-PACE EV400 2023,Jaguar,Wagon,Performance,146804,483,5,531,5,7.7,EV,Electric,1,1,1155.0,1638.0
Hyundai Ioniq 6 2022,Hyundai,Sedan,Mid-Range,34893,1037,5,193,4,5.3,EV,Electric,1,0,795.0,1832.0
Opel Astra Electric 2024,Opel,Sedan,Economy,22000,983,6,436,4,5.2,EV,Electric,1,0,780.0,1763.0
Nissan Ariya 87 2022,Nissan,Sedan,Mid-Range,30253,695,4,388,4,3.1,EV,Electric,1,0,465.0,1160.0
Hyundai Ioniq 5 2024,Hyundai,Wagon,Mid-Range,46350,635,5,460,4,4.2,EV,Electric,1,0,630.0,1265.0
Jaguar I-PACE EV400 2024,Jaguar,Hatchback,Luxury,100408,455,5,622,4,7.3,EV,Electric,1,0,1095.0,1550.0
Seat Mii Electric 2024,Seat,Hatchback,Economy,22000,759,5,568,3,3.8,EV,Electric,1,0,570.0,1329.0
BMW i3s 2025,BMW,Wagon,Luxury,116521,509,5,796,3,5.1,EV,Electric,1,1,765.0,1274.0
MG MG4 2023,MG,Sedan,Economy,24458,591,4,662,4,3.1,EV,Electric,1,0,465.0,1056.0
Hyundai Ioniq 5 2025,Hyundai,Hatchback,Economy,22000,492,6,326,3,5.4,EV,Electric,1,0,810.0,1302.0
Jaguar I-PACE EV400 2025,Jaguar,Hatchback,Premium,68958,967,5,458,5,3.1,EV,Electric,1,0,465.0,1432.0
Audi Q8 Sportback e-tron 2025,Audi,MPV,Performance,153028,459,5,700,5,7.1,EV,Electric,1,0,1065.0,1524.0
Toyota Proace Electric 2021,Toyota,Crossover,Mid-Range,44233,1049,7,785,5,7.1,EV,Electric,1,1,1065.0,2114.0
Peugeot E-3008 2021,Peugeot,Hatchback,Economy,28352,438,5,613,4,6.9,EV,Electric,1,0,1035.0,1473.0
Volkswagen ID.4 2025,Volkswagen,Crossover,Mid-Range,32342,939,4,323,4,4.4,EV,Electric,1,0,660.0,1599.0
Fiat 600e 2025,Fiat,Crossover,Economy,26249,448,6,468,3,7.2,EV,Electric,1,0,1080.0,1528.0
Peugeot E-308 2025,Peugeot,Crossover,Mid-Range,43069,819,4,565,3,5.7,EV,Electric,1,0,855.0,1674.0
Toyota bZ4X 2024,Toyota,Sedan,Mid-Range,31636,1036,2,193,3,4.9,EV,Electric,1,0,735.0,1771.0
Volvo C40 Recharge 2022,Volvo,Coupe,Performance,145711,412,5,436,5,6.1,EV,Electric,1,0,915.0,1327.0
Kia EV9 2024,Kia,Sedan,Economy,22000,435,7,525,5,3.1,EV,Electric,1,0,465.0,900.0
MG Marvel R 2024,MG,Sedan,Mid-Range,36880,500,4,524,5,3.7,EV,Electric,1,0,555.0,1055.0
Ford Explorer EV 2025,Ford,Hatchback,Economy,26433,1193,5,579,5,6.7,EV,Electric,1,0,1005.0,2198.0
Audi Q8 Sportback e-tron 2023,Audi,Sedan,Premium,68067,485,4,386,3,4.2,EV,Electric,1,0,630.0,1115.0
Polestar 2 Standard Range 2023,Polestar,MPV,Performance,158037,915,5,351,4,6.0,EV,Electric,1,0,900.0,1815.0
BMW iX1 2022,BMW,Wagon,Performance,151610,622,5,643,4,4.9,EV,Electric,1,1,735.0,1357.0
Peugeot E-308 2025,Peugeot,Sedan,Mid-Range,42124,737,5,449,5,7.3,EV,Electric,1,0,1095.0,1832.0
Polestar 2 Standard Range 2021,Polestar,Coupe,Luxury,111051,565,5,400,4,7.8,EV,Electric,1,0,1170.0,1735.0
Jaguar I-PACE EV400 2021,Jaguar,Crossover,Luxury,91755,782,5,331,4,7.4,EV,Electric,1,0,1110.0,1892.0
Smart #3 2022,Smart,Sedan,Economy,22000,775,7,362,4,4.4,EV,Electric,1,0,660.0,1435.0
Lexus UX 300e 2023,Lexus,Coupe,Luxury,117370,870,5,578,5,4.0,EV,Electric,1,0,600.0,1470.0
Volkswagen ID.3 2023,Volkswagen,Sedan,Economy,24310,1189,5,251,3,5.4,EV,Electric,1,0,810.0,1999.0
Lexus UX 300e 2024,Lexus,Wagon,Luxury,94979,1041,7,597,3,3.0,EV,Electric,1,1,450.0,1491.0
Lexus RZ 450e 2021,Lexus,Fastback,Luxury,89551,430,2,462,4,3.1,EV,Electric,1,0,465.0,895.0
BMW iX1 2021,BMW,Crossover,Luxury,93195,774,5,253,3,5.8,EV,Electric,1,0,870.0,1644.0
MG MG4 2021,MG,Wagon,Economy,22000,410,6,534,3,5.6,EV,Electric,1,1,840.0,1250.0
BMW iX1 2021,BMW,Crossover,Performance,151641,701,4,676,5,8.0,EV,Electric,1,0,1200.0,1901.0
Citroën ë-C4 2023,Citroën,Hatchback,Economy,22000,495,5,507,5,4.0,EV,Electric,1,0,600.0,1095.0
Opel Astra Electric 2022,Opel,Sedan,Mid-Range,38425,589,5,714,4,4.3,EV,Electric,1,0,645.0,1234.0
Renault Twingo E-Tech 2023,Renault,Wagon,Economy,22000,852,5,759,4,3.6,EV,Electric,1,1,540.0,1392.0
Lexus RZ 450e 2025,Lexus,Sedan,Premium,73824,591,5,626,4,7.6,EV,Electric,1,0,1140.0,1731.0
Jaguar I-PACE EV400 2021,Jaguar,Crossover,Premium,77637,885,5,552,5,6.9,EV,Electric,1,1,1035.0,1920.0
Opel Mokka-e 2024,Opel,Sedan,Economy,22000,665,5,541,3,7.1,EV,Electric,1,0,1065.0,1730.0
Nissan Leaf 2025,Nissan,Hatchback,Economy,22000,823,5,272,5,7.5,EV,Electric,1,0,1125.0,1948.0
Audi Q8 e-tron 2022,Audi,MPV,Luxury,93105,527,5,500,5,5.6,EV,Electric,1,0,840.0,1367.0
Toyota Proace Electric 2021,Toyota,Hatchback,Economy,24477,637,4,503,3,5.3,EV,Electric,1,0,795.0,1432.0
Porsche Macan Electric 2021,Porsche,Sedan,Luxury,102330,754,6,563,3,4.7,EV,Electric,1,0,705.0,1459.0
BMW i4 M50 2023,BMW,Sedan,Luxury,104640,511,2,754,4,5.9,EV,Electric,1,0,885.0,1396.0
Mercedes-Benz EQE 350+ 2025,Mercedes-Benz,Fastback,Performance,134736,845,6,525,3,5.3,EV,Electric,1,0,795.0,1640.0
Tesla Model 3 Long Range 2021,Tesla,SUV,Performance,135124,742,5,282,3,5.3,EV,Electric,1,0,795.0,1537.0
Peugeot E-308 2025,Peugeot,Hatchback,Economy,22000,544,5,394,3,7.7,EV,Electric,1,0,1155.0,1699.0
Opel Astra Electric 2025,Opel,Wagon,Mid-Range,33086,464,5,371,3,7.9,EV,Electric,1,0,1185.0,1649.0
Citroën ë-C4 2025,Citroën,Sedan,Economy,29216,646,5,373,4,7.0,EV,Electric,1,0,1050.0,1696.0
Volvo EX30 2024,Volvo,Sedan,Performance,133407,1134,5,559,4,6.8,EV,Electric,1,0,1020.0,2154.0
Jaguar I-PACE EV400 2024,Jaguar,Sedan,Premium,75509,889,4,582,3,6.4,EV,Electric,1,0,960.0,1849.0
Tesla Model 3 Long Range 2024,Tesla,Wagon,Luxury,86536,838,5,779,3,3.8,EV,Electric,1,1,570.0,1408.0
Peugeot e-2008 2021,Peugeot,Crossover,Economy,25945,505,5,190,4,3.3,EV,Electric,1,0,495.0,1000.0
Skoda Enyaq iV 60 2024,Skoda,Sedan,Economy,22000,580,2,366,4,6.5,EV,Electric,1,0,975.0,1555.0
Mini Cooper SE 2023,Mini,Hatchback,Economy,22000,583,5,194,3,6.6,EV,Electric,1,0,990.0,1573.0
Nissan Leaf 2023,Nissan,Hatchback,Economy,22000,625,4,476,5,3.2,EV,Electric,1,0,480.0,1105.0
Citroën ë-Berlingo 2025,Citroën,Sedan,Economy,29767,1176,5,590,4,7.6,EV,Electric,1,0,1140.0,2316.0
Volvo EX30 2021,Volvo,Fastback,Luxury,100107,1189,4,764,4,3.5,EV,Electric,1,0,525.0,1714.0
Audi Q8 e-tron 2021,Audi,Crossover,Luxury,97333,488,4,231,4,4.4,EV,Electric,1,0,660.0,1148.0
Polestar 2 Long Range 2025,Polestar,Fastback,Luxury,116517,1087,4,207,3,6.4,EV,Electric,1,0,960.0,2047.0
Tesla Model 3 RWD 2024,Tesla,Crossover,Performance,141452,929,7,756,3,3.8,EV,Electric,1,1,570.0,1499.0
Hyundai Kona Electric 2025,Hyundai,Crossover,Economy,26405,770,2,196,4,3.3,EV,Electric,1,0,495.0,1265.0
Polestar 2 Long Range 2023,Polestar,Crossover,Performance,130417,798,5,530,3,4.7,EV,Electric,1,1,705.0,1503.0
Audi Q4 e-tron 2025,Audi,SUV,Performance,160000,505,4,607,3,6.8,EV,Electric,1,0,1020.0,1525.0
BYD Seal 2022,BYD,Sedan,Mid-Range,40811,670,7,408,4,5.1,EV,Electric,1,0,765.0,1435.0
Porsche Macan Electric 2023,Porsche,SUV,Performance,160000,902,4,389,3,6.3,EV,Electric,1,0,945.0,1847.0
Skoda Enyaq iV 60 2023,Skoda,Wagon,Economy,29946,1078,7,610,5,5.9,EV,Electric,1,1,885.0,1963.0
Audi Q8 Sportback e-tron 2023,Audi,Sedan,Premium,64308,924,5,473,3,3.1,EV,Electric,1,0,465.0,1389.0
Volvo C40 Recharge 2022,Volvo,Crossover,Premium,64481,431,2,761,3,7.9,EV,Electric,1,0,1185.0,1616.0
Cupra Born 2025,Cupra,Crossover,Economy,24854,792,6,283,4,3.2,EV,Electric,1,0,480.0,1272.0
Tesla Model 3 RWD 2024,Tesla,Crossover,Luxury,89933,439,5,383,4,7.8,EV,Electric,1,0,1170.0,1609.0
Polestar 2 Long Range 2022,Polestar,MPV,Luxury,113416,1059,5,232,5,5.7,EV,Electric,1,0,855.0,1914.0
Kia EV6 2021,Kia,Hatchback,Economy,24588,617,6,554,3,7.8,EV,Electric,1,0,1170.0,1787.0
Nissan Leaf 2022,Nissan,Hatchback,Economy,22000,1130,7,233,5,3.6,EV,Electric,1,0,540.0,1670.0
Toyota Proace Electric 2021,Toyota,Crossover,Mid-Range,38327,481,5,455,5,5.5,EV,Electric,1,0,825.0,1306.0
Polestar 2 Standard Range 2021,Polestar,SUV,Luxury,94819,1119,5,514,4,3.8,EV,Electric,1,1,570.0,1689.0
BMW iX xDrive50 2022,BMW,Sedan,Luxury,96239,600,6,210,3,3.3,EV,Electric,1,0,495.0,1095.0
Kia EV9 2023,Kia,Hatchback,Economy,24541,846,5,314,4,6.1,EV,Electric,1,0,915.0,1761.0
Citroën ë-C4 2025,Citroën,Sedan,Economy,25548,827,6,237,5,4.0,EV,Electric,1,0,600.0,1427.0
Opel Mokka-e 2024,Opel,Hatchback,Economy,22000,437,5,284,5,5.9,EV,Electric,1,0,885.0,1322.0
Skoda Enyaq iV 60 2024,Skoda,Sedan,Mid-Range,37224,610,5,445,4,3.6,EV,Electric,1,0,540.0,1150.0
Renault Zoe 2022,Renault,Sedan,Economy,25146,843,7,701,4,4.7,EV,Electric,1,0,705.0,1548.0
Toyota bZ4X 2023,Toyota,Wagon,Mid-Range,34476,726,4,675,4,6.9,EV,Electric,1,0,1035.0,1761.0
Audi e-tron GT 2021,Audi,Wagon,Luxury,106503,1160,5,432,4,5.2,EV,Electric,1,0,780.0,1940.0
Dacia Spring 2024,Dacia,Wagon,Economy,22000,626,5,474,4,6.1,EV,Electric,1,0,915.0,1541.0
BMW i3s 2022,BMW,Crossover,Luxury,105507,447,5,337,5,6.2,EV,Electric,1,0,930.0,1377.0
MG MG5 2024,MG,Wagon,Mid-Range,31902,417,2,728,4,7.2,EV,Electric,1,0,1080.0,1497.0
Ford Explorer EV 2021,Ford,Sedan,Mid-Range,39621,838,6,246,3,4.6,EV,Electric,1,0,690.0,1528.0
Smart #1 2023,Smart,SUV,Economy,25362,1107,5,478,5,6.4,EV,Electric,1,0,960.0,2067.0
Smart #1 2025,Smart,SUV,Mid-Range,40504,586,5,642,5,7.8,EV,Electric,1,1,1170.0,1756.0
Volvo EX90 2024,Volvo,Sedan,Luxury,96585,744,6,280,3,6.7,EV,Electric,1,0,1005.0,1749.0
Dacia Spring 2024,Dacia,Sedan,Economy,22000,623,5,235,3,5.4,EV,Electric,1,0,810.0,1433.0
Tesla Model Y Long Range 2024,Tesla,MPV,Performance,146814,887,2,511,5,6.2,EV,Electric,1,0,930.0,1817.0
BYD Atto 3 2021,BYD,Sedan,Economy,26384,628,4,572,4,6.7,EV,Electric,1,0,1005.0,1633.0
Fiat 500e 2024,Fiat,Sedan,Economy,27737,789,7,560,5,6.1,EV,Electric,1,0,915.0,1704.0
Audi e-tron GT 2024,Audi,Sedan,Luxury,101776,988,4,271,5,3.1,EV,Electric,1,0,465.0,1453.0
Audi Q8 e-tron 2022,Audi,Fastback,Luxury,96396,587,5,626,3,4.0,EV,Electric,1,0,600.0,1187.0
BMW i3s 2024,BMW,MPV,Luxury,107503,669,5,288,5,7.1,EV,Electric,1,0,1065.0,1734.0
Mini Cooper SE 2021,Mini,Sedan,Mid-Range,32829,1006,5,496,4,4.4,EV,Electric,1,0,660.0,1666.0
MG MG4 2022,MG,Wagon,Economy,22000,709,2,347,3,6.7,EV,Electric,1,0,1005.0,1714.0
Jaguar I-PACE EV400 2022,Jaguar,Crossover,Luxury,90964,531,5,614,5,4.9,EV,Electric,1,1,735.0,1266.0
Jaguar I-PACE EV400 2023,Jaguar,Wagon,Luxury,119895,950,5,621,5,5.6,EV,Electric,1,1,840.0,1790.0
Jaguar I-PACE EV400 2024,Jaguar,Crossover,Performance,160000,471,7,397,4,3.3,EV,Electric,1,0,495.0,966.0
Mercedes-Benz EQA 2021,Mercedes-Benz,Crossover,Premium,76372,1192,4,401,5,3.9,EV,Electric,1,0,585.0,1777.0
BMW i3s 2023,BMW,Wagon,Luxury,104985,1071,5,707,5,7.8,EV,Electric,1,1,1170.0,2241.0
Skoda Enyaq Coupe 2022,Skoda,Crossover,Economy,29301,586,5,457,5,7.5,EV,Electric,1,0,1125.0,1711.0
Volvo XC40 Recharge 2021,Volvo,SUV,Performance,160000,885,5,748,5,6.3,EV,Electric,1,1,945.0,1830.0
Skoda Enyaq Coupe 2023,Skoda,Crossover,Mid-Range,33669,590,5,753,4,5.3,EV,Electric,1,1,795.0,1385.0
Ford Mustang Mach-E 2023,Ford,Sedan,Mid-Range,37572,821,5,645,5,6.4,EV,Electric,1,0,960.0,1781.0
Dacia Spring 2023,Dacia,SUV,Mid-Range,31277,519,5,781,5,6.1,EV,Electric,1,1,915.0,1434.0
Lexus UX 300e 2025,Lexus,Coupe,Performance,160000,619,5,763,5,5.8,EV,Electric,1,0,870.0,1489.0
BMW iX xDrive50 2023,BMW,Coupe,Performance,160000,452,5,209,3,3.3,EV,Electric,1,0,495.0,947.0
Renault Zoe 2022,Renault,Crossover,Economy,22000,1133,5,538,4,6.2,EV,Electric,1,1,930.0,2063.0
Jaguar I-PACE EV400 2024,Jaguar,Sedan,Luxury,119089,850,4,467,3,6.8,EV,Electric,1,0,1020.0,1870.0
Citroën ë-C4 X 2023,Citroën,Wagon,Economy,29364,811,4,265,3,8.0,EV,Electric,1,0,1200.0,2011.0
Citroën ë-C4 X 2021,Citroën,Wagon,Economy,22000,1042,2,413,4,3.1,EV,Electric,1,0,465.0,1507.0
MG ZS EV 2023,MG,Crossover,Economy,27216,636,4,492,3,6.7,EV,Electric,1,0,1005.0,1641.0
BMW iX1 2024,BMW,Fastback,Premium,78091,1157,5,544,3,5.9,EV,Electric,1,0,885.0,2042.0
BMW i4 M50 2025,BMW,SUV,Performance,157984,1137,6,448,3,5.2,EV,Electric,1,0,780.0,1917.0
Mercedes-Benz EQB 2024,Mercedes-Benz,Sedan,Performance,148516,1119,5,310,4,3.6,EV,Electric,1,0,540.0,1659.0
Peugeot e-208 2023,Peugeot,Crossover,Economy,22000,805,5,530,5,5.0,EV,Electric,1,1,750.0,1555.0
Opel Mokka-e 2022,Opel,Hatchback,Economy,22000,1007,4,359,4,4.8,EV,Electric,1,0,720.0,1727.0
Citroën ë-C4 X 2025,Citroën,SUV,Economy,22000,821,5,659,4,4.5,EV,Electric,1,1,675.0,1496.0
Polestar 2 Standard Range 2022,Polestar,Sedan,Performance,132343,1111,2,342,4,6.7,EV,Electric,1,0,1005.0,2116.0
Volkswagen ID.5 2022,Volkswagen,Hatchback,Economy,22000,646,7,275,3,6.5,EV,Electric,1,0,975.0,1621.0
BYD Dolphin 2023,BYD,Sedan,Mid-Range,35334,471,5,689,5,5.9,EV,Electric,1,0,885.0,1356.0
Peugeot E-3008 2022,Peugeot,Crossover,Economy,22000,584,7,544,4,7.7,EV,Electric,1,1,1155.0,1739.0
Citroën ë-Berlingo 2025,Citroën,Wagon,Economy,22266,405,6,532,4,4.7,EV,Electric,1,1,705.0,1110.0
Skoda Enyaq iV 60 2022,Skoda,Hatchback,Economy,29745,605,5,615,5,4.2,EV,Electric,1,0,630.0,1235.0
Porsche Taycan Turbo 2024,Porsche,SUV,Performance,160000,943,5,262,5,6.3,EV,Electric,1,0,945.0,1888.0
Audi e-tron GT 2024,Audi,Fastback,Performance,128420,1010,4,404,5,4.0,EV,Electric,1,0,600.0,1610.0
Audi Q8 Sportback e-tron 2021,Audi,Sedan,Luxury,92213,786,5,591,3,4.6,EV,Electric,1,0,690.0,1476.0
Smart #1 2023,Smart,Crossover,Economy,23614,1167,7,297,5,4.1,EV,Electric,1,0,615.0,1782.0
Mercedes-Benz EQA 2023,Mercedes-Benz,Hatchback,Luxury,85973,1098,4,661,3,3.3,EV,Electric,1,0,495.0,1593.0
Mini Cooper SE 2024,Mini,Wagon,Premium,53143,475,6,371,4,7.1,EV,Electric,1,0,1065.0,1540.0
BMW iX3 2022,BMW,Sedan,Performance,132380,576,5,770,3,4.3,EV,Electric,1,0,645.0,1221.0
Peugeot e-208 2024,Peugeot,Sedan,Economy,22000,1198,6,769,5,5.4,EV,Electric,1,0,810.0,2008.0
Dacia Spring 2022,Dacia,SUV,Economy,26006,748,7,286,3,3.2,EV,Electric,1,0,480.0,1228.0
Citroën ë-C4 2022,Citroën,Wagon,Mid-Range,31438,654,5,561,5,6.5,EV,Electric,1,1,975.0,1629.0
Citroën ë-C4 X 2025,Citroën,Crossover,Economy,22000,1101,5,569,3,4.7,EV,Electric,1,1,705.0,1806.0
Renault Zoe 2025,Renault,Sedan,Economy,28115,707,5,423,4,6.7,EV,Electric,1,0,1005.0,1712.0
Tesla Model 3 Performance 2022,Tesla,Wagon,Luxury,91798,744,6,764,3,5.1,EV,Electric,1,1,765.0,1509.0
BMW iX3 2021,BMW,Crossover,Luxury,99907,526,7,647,4,4.0,EV,Electric,1,1,600.0,1126.0
Audi Q8 e-tron 2024,Audi,SUV,Performance,131024,686,6,717,5,5.6,EV,Electric,1,1,840.0,1526.0
Volvo C40 Recharge 2023,Volvo,MPV,Luxury,83236,1165,5,389,4,3.7,EV,Electric,1,0,555.0,1720.0
Lexus UX 300e 2024,Lexus,SUV,Luxury,108602,1124,5,783,5,5.2,EV,Electric,1,1,780.0,1904.0
Kia EV9 2024,Kia,Wagon,Mid-Range,40458,1161,6,252,5,4.6,EV,Electric,1,0,690.0,1851.0
Tesla Model Y Long Range 2023,Tesla,Crossover,Luxury,95307,995,5,488,4,7.6,EV,Electric,1,0,1140.0,2135.0
Nissan Leaf 2022,Nissan,Crossover,Premium,53659,886,6,769,4,3.3,EV,Electric,1,1,495.0,1381.0
Jaguar I-PACE EV400 2024,Jaguar,Coupe,Luxury,107405,782,5,365,3,6.5,EV,Electric,1,0,975.0,1757.0
BMW iX1 2022,BMW,Coupe,Luxury,117285,805,4,432,3,3.9,EV,Electric,1,0,585.0,1390.0
Porsche Taycan Turbo 2021,Porsche,Crossover,Performance,160000,787,5,192,4,4.6,EV,Electric,1,0,690.0,1477.0
Hyundai Kona Electric 2025,Hyundai,Sedan,Economy,22000,924,5,478,4,5.1,EV,Electric,1,0,765.0,1689.0
Fiat 500e 2022,Fiat,Wagon,Economy,22000,956,4,255,4,7.5,EV,Electric,1,0,1125.0,2081.0
Peugeot e-2008 2023,Peugeot,Sedan,Economy,22000,1038,4,230,4,4.2,EV,Electric,1,0,630.0,1668.0
Nissan Ariya 87 2021,Nissan,Hatchback,Mid-Range,37607,1025,5,328,5,3.5,EV,Electric,1,0,525.0,1550.0
Ford Mustang Mach-E 2024,Ford,Crossover,Economy,29368,675,4,301,4,4.6,EV,Electric,1,0,690.0,1365.0
Hyundai Ioniq 6 2021,Hyundai,Sedan,Economy,22240,899,5,390,4,3.5,EV,Electric,1,0,525.0,1424.0
Opel Corsa-e 2025,Opel,Hatchback,Mid-Range,34059,1116,5,459,4,3.6,EV,Electric,1,0,540.0,1656.0
MG MG5 2023,MG,Crossover,Economy,22000,736,7,717,4,5.9,EV,Electric,1,1,885.0,1621.0
Polestar 2 Long Range 2024,Polestar,MPV,Luxury,94525,880,5,335,5,3.3,EV,Electric,1,0,495.0,1375.0
Polestar 2 Long Range 2023,Polestar,Sedan,Premium,54663,672,7,417,3,3.2,EV,Electric,1,0,480.0,1152.0
Lexus RZ 450e 2024,Lexus,Fastback,Performance,154164,457,5,555,3,6.6,EV,Electric,1,0,990.0,1447.0
BMW i4 eDrive40 2024,BMW,Fastback,Performance,154149,727,5,261,3,4.8,EV,Electric,1,0,720.0,1447.0
BYD Atto 3 2021,BYD,Crossover,Mid-Range,39417,1130,5,671,3,3.6,EV,Electric,1,1,540.0,1670.0
Jaguar I-PACE EV400 2023,Jaguar,SUV,Luxury,95272,508,5,535,3,4.3,EV,Electric,1,1,645.0,1153.0
Volvo EX30 2023,Volvo,Crossover,Luxury,83635,678,5,452,5,6.2,EV,Electric,1,0,930.0,1608.0
Audi Q4 Sportback 2022,Audi,Fastback,Luxury,116821,1085,2,759,3,4.4,EV,Electric,1,0,660.0,1745.0
Kia EV9 2024,Kia,Sedan,Mid-Range,31986,727,5,223,5,5.5,EV,Electric,1,0,825.0,1552.0
Lexus RZ 450e 2023,Lexus,Fastback,Luxury,81125,1175,2,752,5,3.6,EV,Electric,1,0,540.0,1715.0
Opel Astra Electric 2025,Opel,Coupe,Premium,50217,714,5,302,3,5.9,EV,Electric,1,0,885.0,1599.0
Toyota Proace Electric 2023,Toyota,MPV,Mid-Range,45327,873,4,528,3,4.6,EV,Electric,1,0,690.0,1563.0
Hyundai Ioniq 5 2021,Hyundai,Wagon,Mid-Range,40653,510,5,509,3,6.1,EV,Electric,1,1,915.0,1425.0
Toyota bZ4X 2023,Toyota,Crossover,Mid-Range,41608,1098,5,588,4,7.0,EV,Electric,1,1,1050.0,2148.0
Mercedes-Benz EQB 2023,Mercedes-Benz,Coupe,Luxury,112832,1180,2,502,5,6.1,EV,Electric,1,0,915.0,2095.0
Peugeot E-308 2025,Peugeot,Crossover,Mid-Range,40854,628,5,290,3,4.5,EV,Electric,1,0,675.0,1303.0
Skoda Enyaq iV 60 2025,Skoda,Sedan,Economy,25962,896,5,268,4,4.3,EV,Electric,1,0,645.0,1541.0
Volvo XC40 Recharge 2024,Volvo,Crossover,Luxury,96376,555,6,612,5,4.6,EV,Electric,1,1,690.0,1245.0
Opel Corsa-e 2022,Opel,Wagon,Mid-Range,33682,872,6,278,4,3.8,EV,Electric,1,0,570.0,1442.0
MG MG5 2023,MG,Coupe,Mid-Range,35031,1100,5,718,4,3.9,EV,Electric,1,0,585.0,1685.0
Citroën ë-C4 X 2022,Citroën,Sedan,Economy,22000,671,5,780,3,7.0,EV,Electric,1,0,1050.0,1721.0
Smart #1 2022,Smart,Wagon,Mid-Range,34099,401,5,325,5,4.9,EV,Electric,1,0,735.0,1136.0
Mercedes-Benz EQC 2021,Mercedes-Benz,Wagon,Luxury,87616,1157,5,436,4,5.2,EV,Electric,1,0,780.0,1937.0
Opel Mokka-e 2024,Opel,Sedan,Economy,27411,1121,4,368,5,6.0,EV,Electric,1,0,900.0,2021.0
Fiat 500e 2023,Fiat,Sedan,Economy,25967,910,5,419,3,5.9,EV,Electric,1,0,885.0,1795.0
Polestar 2 Long Range 2021,Polestar,Crossover,Luxury,113827,685,5,682,5,3.3,EV,Electric,1,1,495.0,1180.0
